dataset,file_path,file_type,expected_match,match_status,reason,recommended_action
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/000aed0d-6af8-49c5-b9a4-b4df292f8b1d.txt,annotation,image(.jpg) with same stem '000aed0d-6af8-49c5-b9a4-b4df292f8b1d',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d6edba52-a7d4-46a0-b5c7-697b0f93dd3b.txt,annotation,image(.jpg) with same stem 'd6edba52-a7d4-46a0-b5c7-697b0f93dd3b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d77d9eed-5dfe-4aab-bddd-28055e4939cc.txt,annotation,image(.jpg) with same stem 'd77d9eed-5dfe-4aab-bddd-28055e4939cc',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d7e98f81-3f95-4e6f-b8bc-138e42346ab7.txt,annotation,image(.jpg) with same stem 'd7e98f81-3f95-4e6f-b8bc-138e42346ab7',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d86a0f19-ea06-4eb1-bf4d-d5ce4f66310a.txt,annotation,image(.jpg) with same stem 'd86a0f19-ea06-4eb1-bf4d-d5ce4f66310a',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d87540c8-0e8d-49a3-86c0-f63a87d25aac.txt,annotation,image(.jpg) with same stem 'd87540c8-0e8d-49a3-86c0-f63a87d25aac',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d89c7309-5df4-4577-abe9-ac665b9da4c7.txt,annotation,image(.jpg) with same stem 'd89c7309-5df4-4577-abe9-ac665b9da4c7',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d8c96e21-b321-4ab2-bea2-f60c1839bfc0.txt,annotation,image(.jpg) with same stem 'd8c96e21-b321-4ab2-bea2-f60c1839bfc0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d8d0d2ea-5052-4282-b935-60e90a23174e.txt,annotation,image(.jpg) with same stem 'd8d0d2ea-5052-4282-b935-60e90a23174e',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d92464b0-9b6a-4a96-ab76-43fabf4c6eb1.txt,annotation,image(.jpg) with same stem 'd92464b0-9b6a-4a96-ab76-43fabf4c6eb1',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d93514c2-766b-402e-af16-f646224d81c0.txt,annotation,image(.jpg) with same stem 'd93514c2-766b-402e-af16-f646224d81c0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d9584646-8d4d-4b8f-9106-dd231cbbbd19.txt,annotation,image(.jpg) with same stem 'd9584646-8d4d-4b8f-9106-dd231cbbbd19',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/d9917e9f-f10e-4c25-bbac-b406acb0dc69.txt,annotation,image(.jpg) with same stem 'd9917e9f-f10e-4c25-bbac-b406acb0dc69',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/da8e483e-08a2-4d42-8ee9-d93ccdd3c21a.txt,annotation,image(.jpg) with same stem 'da8e483e-08a2-4d42-8ee9-d93ccdd3c21a',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/db59ecbd-5504-4d79-91b2-07ae3499bf72.txt,annotation,image(.jpg) with same stem 'db59ecbd-5504-4d79-91b2-07ae3499bf72',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/db8994e8-b4d7-4028-a3a6-88be4620e593.txt,annotation,image(.jpg) with same stem 'db8994e8-b4d7-4028-a3a6-88be4620e593',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dbac6fb4-808a-44ac-87cb-72d945b6c3a9.txt,annotation,image(.jpg) with same stem 'dbac6fb4-808a-44ac-87cb-72d945b6c3a9',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dbeaff2b-f1e8-46e0-b885-76b5ca89c21b.txt,annotation,image(.jpg) with same stem 'dbeaff2b-f1e8-46e0-b885-76b5ca89c21b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dc4b300a-65fd-4004-b325-9bb9a823f003.txt,annotation,image(.jpg) with same stem 'dc4b300a-65fd-4004-b325-9bb9a823f003',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dd0c4a1b-f5ca-41e6-9cae-87248d3e5099.txt,annotation,image(.jpg) with same stem 'dd0c4a1b-f5ca-41e6-9cae-87248d3e5099',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dd6ffe09-c1f8-4164-a4b6-dfec8faf2984.txt,annotation,image(.jpg) with same stem 'dd6ffe09-c1f8-4164-a4b6-dfec8faf2984',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ddecfddf-0898-4d2e-9ba6-44ce91792b97.txt,annotation,image(.jpg) with same stem 'ddecfddf-0898-4d2e-9ba6-44ce91792b97',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/de0cb4d7-a10d-4aa6-a159-441116a97c97.txt,annotation,image(.jpg) with same stem 'de0cb4d7-a10d-4aa6-a159-441116a97c97',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/de1cc8a0-7ad7-4dd3-ab36-2c569176f8a0.txt,annotation,image(.jpg) with same stem 'de1cc8a0-7ad7-4dd3-ab36-2c569176f8a0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/de83870f-5069-4506-8529-a6b7267f5cbf.txt,annotation,image(.jpg) with same stem 'de83870f-5069-4506-8529-a6b7267f5cbf',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/df04460d-cd72-436b-8838-faa42b2ef944.txt,annotation,image(.jpg) with same stem 'df04460d-cd72-436b-8838-faa42b2ef944',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dfa1c3eb-1cae-4e5d-bd1a-f0fb1db29a98.txt,annotation,image(.jpg) with same stem 'dfa1c3eb-1cae-4e5d-bd1a-f0fb1db29a98',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dfaa814f-07d2-4779-b3da-a3251c74857c.txt,annotation,image(.jpg) with same stem 'dfaa814f-07d2-4779-b3da-a3251c74857c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dfc99c59-ba82-4fc2-8f7d-473c03753fac.txt,annotation,image(.jpg) with same stem 'dfc99c59-ba82-4fc2-8f7d-473c03753fac',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/dff216ce-734c-4540-8d71-2f173f1dcd73.txt,annotation,image(.jpg) with same stem 'dff216ce-734c-4540-8d71-2f173f1dcd73',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e030322f-77ca-4dd1-9a90-e1865087059f.txt,annotation,image(.jpg) with same stem 'e030322f-77ca-4dd1-9a90-e1865087059f',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e0ada8bf-5b9e-4102-aa9d-88d58198ea46.txt,annotation,image(.jpg) with same stem 'e0ada8bf-5b9e-4102-aa9d-88d58198ea46',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e152f71e-9643-4f4d-9644-7605a93a6ea8.txt,annotation,image(.jpg) with same stem 'e152f71e-9643-4f4d-9644-7605a93a6ea8',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e15d6d52-cdd7-4237-8233-e1dae02cf5da.txt,annotation,image(.jpg) with same stem 'e15d6d52-cdd7-4237-8233-e1dae02cf5da',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e175ca3a-0c8c-4573-8099-f447f9928da9.txt,annotation,image(.jpg) with same stem 'e175ca3a-0c8c-4573-8099-f447f9928da9',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e1e6941b-2449-4f9e-be75-8816cbc125db.txt,annotation,image(.jpg) with same stem 'e1e6941b-2449-4f9e-be75-8816cbc125db',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e26abd91-640d-489e-a665-bdce996fd87b.txt,annotation,image(.jpg) with same stem 'e26abd91-640d-489e-a665-bdce996fd87b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e27db0f4-b14c-43e6-9437-1b65b61f31c1.txt,annotation,image(.jpg) with same stem 'e27db0f4-b14c-43e6-9437-1b65b61f31c1',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e28f8741-6317-4d20-904c-6fc7d386cdc1.txt,annotation,image(.jpg) with same stem 'e28f8741-6317-4d20-904c-6fc7d386cdc1',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e2a491c2-2ac9-401d-859e-c18cb30a7735.txt,annotation,image(.jpg) with same stem 'e2a491c2-2ac9-401d-859e-c18cb30a7735',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e344adff-b314-47ba-b8d5-f69815ce2ae0.txt,annotation,image(.jpg) with same stem 'e344adff-b314-47ba-b8d5-f69815ce2ae0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e37d57b3-4bee-431d-842d-2357ab12a959.txt,annotation,image(.jpg) with same stem 'e37d57b3-4bee-431d-842d-2357ab12a959',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e3ced1b1-d4b1-4a6d-88db-aee06601e74a.txt,annotation,image(.jpg) with same stem 'e3ced1b1-d4b1-4a6d-88db-aee06601e74a',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e3d1e562-a317-4a54-9946-262188a07116.txt,annotation,image(.jpg) with same stem 'e3d1e562-a317-4a54-9946-262188a07116',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e3d29619-66ce-4a1c-a154-f750083e9518.txt,annotation,image(.jpg) with same stem 'e3d29619-66ce-4a1c-a154-f750083e9518',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e3efe3e4-6a98-4eba-bffd-a114b903592c.txt,annotation,image(.jpg) with same stem 'e3efe3e4-6a98-4eba-bffd-a114b903592c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e47aef79-69cf-4364-b808-443e3c3c1624.txt,annotation,image(.jpg) with same stem 'e47aef79-69cf-4364-b808-443e3c3c1624',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e4854a37-a49d-4041-b12e-a734cb15aa63.txt,annotation,image(.jpg) with same stem 'e4854a37-a49d-4041-b12e-a734cb15aa63',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e544ce6b-9db4-49b4-a405-501e97e6e14c.txt,annotation,image(.jpg) with same stem 'e544ce6b-9db4-49b4-a405-501e97e6e14c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e5f4ae7e-9249-4e50-b0c8-e826ca68f187.txt,annotation,image(.jpg) with same stem 'e5f4ae7e-9249-4e50-b0c8-e826ca68f187',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e6900d5a-952b-4bf1-ad4b-f04214ad756b.txt,annotation,image(.jpg) with same stem 'e6900d5a-952b-4bf1-ad4b-f04214ad756b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e6c08651-2973-4a64-9a21-13ba8bb6ac8e.txt,annotation,image(.jpg) with same stem 'e6c08651-2973-4a64-9a21-13ba8bb6ac8e',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e6fc5797-ba13-4417-a3a5-839304a5d988.txt,annotation,image(.jpg) with same stem 'e6fc5797-ba13-4417-a3a5-839304a5d988',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e711d90a-ad1f-461c-8ead-cbca8129857e.txt,annotation,image(.jpg) with same stem 'e711d90a-ad1f-461c-8ead-cbca8129857e',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e741f926-feb4-4cfa-896c-f8032aa9fa63.txt,annotation,image(.jpg) with same stem 'e741f926-feb4-4cfa-896c-f8032aa9fa63',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e744a91d-2f23-4220-8c87-124ee5dd1d49.txt,annotation,image(.jpg) with same stem 'e744a91d-2f23-4220-8c87-124ee5dd1d49',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e7b2cf2b-5638-4065-a9e7-3f1dcd4be5bd.txt,annotation,image(.jpg) with same stem 'e7b2cf2b-5638-4065-a9e7-3f1dcd4be5bd',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e7e7ccdb-3b43-47df-b2f1-ab4e8546a334.txt,annotation,image(.jpg) with same stem 'e7e7ccdb-3b43-47df-b2f1-ab4e8546a334',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e7e9b888-dc61-40c2-aa47-e2ee8f5b66d8.txt,annotation,image(.jpg) with same stem 'e7e9b888-dc61-40c2-aa47-e2ee8f5b66d8',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e8149ed5-d14c-4499-b99c-ac490d5da001.txt,annotation,image(.jpg) with same stem 'e8149ed5-d14c-4499-b99c-ac490d5da001',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e9e87b2e-04f0-49a3-aa1b-2f840a184a9b.txt,annotation,image(.jpg) with same stem 'e9e87b2e-04f0-49a3-aa1b-2f840a184a9b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/e9ea9728-4842-414c-8dda-e06ddff20cae.txt,annotation,image(.jpg) with same stem 'e9ea9728-4842-414c-8dda-e06ddff20cae',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ea8cbf2b-9195-4e00-be65-a1ee88e44090.txt,annotation,image(.jpg) with same stem 'ea8cbf2b-9195-4e00-be65-a1ee88e44090',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/eb9b1b2b-20c4-4de4-a0d8-6b0a93b5f8b1.txt,annotation,image(.jpg) with same stem 'eb9b1b2b-20c4-4de4-a0d8-6b0a93b5f8b1',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/eb9e898b-6041-4324-94c0-9022fb910eb7.txt,annotation,image(.jpg) with same stem 'eb9e898b-6041-4324-94c0-9022fb910eb7',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ec08c7e5-bfb5-4374-b24d-38ac85fd75c6.txt,annotation,image(.jpg) with same stem 'ec08c7e5-bfb5-4374-b24d-38ac85fd75c6',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ec898772-eb3a-4d5d-a493-9eecb0e1cfb0.txt,annotation,image(.jpg) with same stem 'ec898772-eb3a-4d5d-a493-9eecb0e1cfb0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ed6b8e49-e6dd-4a71-858e-be9bc2631fff.txt,annotation,image(.jpg) with same stem 'ed6b8e49-e6dd-4a71-858e-be9bc2631fff',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ed81b9c2-03e4-4010-a710-a9537ebf26fe.txt,annotation,image(.jpg) with same stem 'ed81b9c2-03e4-4010-a710-a9537ebf26fe',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/edb744d2-7cdc-4b05-bdb1-c3c9dcfa3bbd.txt,annotation,image(.jpg) with same stem 'edb744d2-7cdc-4b05-bdb1-c3c9dcfa3bbd',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/edbf5ae6-a971-4409-b7fb-0522c8654ecd.txt,annotation,image(.jpg) with same stem 'edbf5ae6-a971-4409-b7fb-0522c8654ecd',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ee1b5aa0-7b07-49c3-aa48-c6858e3d17e1.txt,annotation,image(.jpg) with same stem 'ee1b5aa0-7b07-49c3-aa48-c6858e3d17e1',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ee5b9d1b-511b-4199-87ae-74234d6fdfb2.txt,annotation,image(.jpg) with same stem 'ee5b9d1b-511b-4199-87ae-74234d6fdfb2',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ee5dd376-3b06-4ba9-b5ba-5144197dc0f6.txt,annotation,image(.jpg) with same stem 'ee5dd376-3b06-4ba9-b5ba-5144197dc0f6',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ee85761d-be88-4f9c-b9d0-28a03dad6395.txt,annotation,image(.jpg) with same stem 'ee85761d-be88-4f9c-b9d0-28a03dad6395',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/ef88dda1-294d-43f6-be77-e5e008b311e9.txt,annotation,image(.jpg) with same stem 'ef88dda1-294d-43f6-be77-e5e008b311e9',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/efbc4139-3871-4262-a23d-e84ed995e6dc.txt,annotation,image(.jpg) with same stem 'efbc4139-3871-4262-a23d-e84ed995e6dc',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f0300d4b-db77-49e6-936c-e1f2a06213a6.txt,annotation,image(.jpg) with same stem 'f0300d4b-db77-49e6-936c-e1f2a06213a6',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f097f0fc-a314-4c6f-ae9f-64eb017efa53.txt,annotation,image(.jpg) with same stem 'f097f0fc-a314-4c6f-ae9f-64eb017efa53',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f198380b-3742-4ee7-8690-894304e6b73e.txt,annotation,image(.jpg) with same stem 'f198380b-3742-4ee7-8690-894304e6b73e',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f1db5050-4a0c-4fba-b2c2-942d99bfd86f.txt,annotation,image(.jpg) with same stem 'f1db5050-4a0c-4fba-b2c2-942d99bfd86f',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f2d4872f-e246-486a-8b9d-9f5b042df56f.txt,annotation,image(.jpg) with same stem 'f2d4872f-e246-486a-8b9d-9f5b042df56f',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f2df45ae-f53f-47ca-b3bf-84545d23916c.txt,annotation,image(.jpg) with same stem 'f2df45ae-f53f-47ca-b3bf-84545d23916c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f304d34f-b449-4224-ba8b-92a454337bc4.txt,annotation,image(.jpg) with same stem 'f304d34f-b449-4224-ba8b-92a454337bc4',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f3364353-205f-4a18-ba31-1fdd043db366.txt,annotation,image(.jpg) with same stem 'f3364353-205f-4a18-ba31-1fdd043db366',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f3849d58-b5c3-4b43-bc76-dde7d65058fc.txt,annotation,image(.jpg) with same stem 'f3849d58-b5c3-4b43-bc76-dde7d65058fc',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f3ae7830-6d14-482b-a4f7-0e464e2f8d6c.txt,annotation,image(.jpg) with same stem 'f3ae7830-6d14-482b-a4f7-0e464e2f8d6c',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f3aee860-9103-4f02-b672-8664292fafce.txt,annotation,image(.jpg) with same stem 'f3aee860-9103-4f02-b672-8664292fafce',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f3b5e87a-a773-4ebe-aa06-1965d0892e9a.txt,annotation,image(.jpg) with same stem 'f3b5e87a-a773-4ebe-aa06-1965d0892e9a',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f47bde9e-c924-4f0f-a2d8-0390c0ab0479.txt,annotation,image(.jpg) with same stem 'f47bde9e-c924-4f0f-a2d8-0390c0ab0479',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f4a1d92c-eab6-4c1a-b6a4-9821f93a43d7.txt,annotation,image(.jpg) with same stem 'f4a1d92c-eab6-4c1a-b6a4-9821f93a43d7',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f4d658fc-79a4-4deb-9467-8b358d3cd837.txt,annotation,image(.jpg) with same stem 'f4d658fc-79a4-4deb-9467-8b358d3cd837',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f5249540-7944-4e60-b85a-5d17e7fefbbd.txt,annotation,image(.jpg) with same stem 'f5249540-7944-4e60-b85a-5d17e7fefbbd',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f5c9e128-938a-4a7d-9e80-b75879a0f8f3.txt,annotation,image(.jpg) with same stem 'f5c9e128-938a-4a7d-9e80-b75879a0f8f3',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f5fac7ef-bdab-49db-ac9c-eeec7dccf4f5.txt,annotation,image(.jpg) with same stem 'f5fac7ef-bdab-49db-ac9c-eeec7dccf4f5',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f60903b7-5d92-477d-ba0a-a7a11a5dcb96.txt,annotation,image(.jpg) with same stem 'f60903b7-5d92-477d-ba0a-a7a11a5dcb96',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f611e6c5-faf5-4f28-b7ed-d5d4c9b38b38.txt,annotation,image(.jpg) with same stem 'f611e6c5-faf5-4f28-b7ed-d5d4c9b38b38',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f63a405f-a440-4768-b32a-8da7c26d677b.txt,annotation,image(.jpg) with same stem 'f63a405f-a440-4768-b32a-8da7c26d677b',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f672fd02-982d-4393-a1e8-1ac546733a43.txt,annotation,image(.jpg) with same stem 'f672fd02-982d-4393-a1e8-1ac546733a43',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f679b3ad-3f51-4b3e-93bd-9a4d6bbb3920.txt,annotation,image(.jpg) with same stem 'f679b3ad-3f51-4b3e-93bd-9a4d6bbb3920',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f6ab4258-f45c-4467-ba25-a1c133ecb2c0.txt,annotation,image(.jpg) with same stem 'f6ab4258-f45c-4467-ba25-a1c133ecb2c0',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f7032bc6-b7c2-4ee8-91a1-578fa8546450.txt,annotation,image(.jpg) with same stem 'f7032bc6-b7c2-4ee8-91a1-578fa8546450',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f76a809f-2abd-456b-a96b-263617071019.txt,annotation,image(.jpg) with same stem 'f76a809f-2abd-456b-a96b-263617071019',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f7e6130c-d2e1-407d-8a44-ca3483c02be9.txt,annotation,image(.jpg) with same stem 'f7e6130c-d2e1-407d-8a44-ca3483c02be9',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f82f1c5e-1582-4beb-8c56-62ad8bf7a562.txt,annotation,image(.jpg) with same stem 'f82f1c5e-1582-4beb-8c56-62ad8bf7a562',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f8834191-d44a-4ff2-86e1-0e0c827e80bf.txt,annotation,image(.jpg) with same stem 'f8834191-d44a-4ff2-86e1-0e0c827e80bf',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f88bbac5-aefb-491a-9e9c-7b21a114d209.txt,annotation,image(.jpg) with same stem 'f88bbac5-aefb-491a-9e9c-7b21a114d209',unmatched,no matching image(.jpg),review; do not delete
coru:kie/test,coru/Receipt Images & Key Information Detection/test/labels/f8d38cb3-50f5-43f6-9850-7b733f559ed7.txt,annotation,image(.jpg) with same stem 'f8d38cb3-50f5-43f6-9850-7b733f559ed7',unmatched,no matching image(.jpg),review; do not delete
